name;ep;watch;desc;deets;lat;lng;hulu
Character or Bust in Atlanta;Season: 155 Episode: 13;"<a href=https://watch.hgtv.com/tv-shows/house-hunters/full-episodes/character-or-bust-in-atlanta target="_blank">Watch on HGTV GO</a>";A recently married couple is looking to buy their first home together in Atlanta. She has her heart set on a Victorian with character but the very idea of that feels like nails on a chalkboard to her modern-leaning husband.;"Click <a href=https://www.hgtv.com/shows/house-hunters/episodes/character-or-bust-in-atlanta target="_blank">here</a> for episode details.";33.7490987;-84.3901849;https://www.hulu.com/series/house-hunters-d9110a19-3f29-4ed1-b55c-0f4aa6869a234
Out of Time in Atlanta;Season: 155 Episode: 10;"<a href=https://watch.hgtv.com/tv-shows/house-hunters/full-episodes/out-of-time-in-atlanta target="_blank">Watch on HGTV GO</a>";After selling their home in Florida, a family is in a hurry to find something new in Atlanta. Their tight timeline is threatened, however, by disagreements on everything from budget and style to finding a garage big enough for the sports car he wants.;"Click <a href=https://www.hgtv.com/shows/house-hunters/episodes/out-of-time-in-atlanta target="_blank">here</a> for episode details.";33.7490987;-84.3901849;https://www.hulu.com/series/house-hunters-d9110a19-3f29-4ed1-b55c-0f4aa6869a235
Perfectly Tiny in NC;Season: 159 Episode: 9;"<a href=https://watch.hgtv.com/tv-shows/house-hunters/full-episodes/perfectly-tiny-in-nc target="_blank">Watch on HGTV GO</a>";North Carolina renters want to buy a tiny home to share with their dogs. With a budget of $55,000, they view tiny homes in an Atlanta tiny home community, hoping to find a house with plenty of space that blends their modern and rustic tastes.;"Click <a href=https://www.hgtv.com/shows/house-hunters/episodes/perfectly-tiny-in-nc target="_blank">here</a> for episode details.";33.7490987;-84.3901849;https://www.hulu.com/series/house-hunters-d9110a19-3f29-4ed1-b55c-0f4aa6869a286
Taking a Chance on Tiny in Georgia;Season: 159 Episode: 12;"<a href=https://watch.hgtv.com/tv-shows/house-hunters/full-episodes/taking-a-chance-on-tiny-in-georgia target="_blank">Watch on HGTV GO</a>";A travel agent and college student from Atlanta, Georgia, is ready to own a home and wants it to be tiny. She hopes to find a home that's mobile and provides two sleeping areas for when her son comes home to visit. Her lifelong friend and tiny-house skeptic joins the house hunt to make sure she gets all the amenities she's looking for without blowing her budget.;"Click <a href=https://www.hgtv.com/shows/house-hunters/episodes/taking-a-chance-on-tiny-in-georgia target="_blank">here</a> for episode details.";33.7490987;-84.3901849;https://www.hulu.com/series/house-hunters-d9110a19-3f29-4ed1-b55c-0f4aa6869a287
Dreaming Tiny in Georgia;Season: 159 Episode: 6;"<a href=https://watch.hgtv.com/tv-shows/house-hunters/full-episodes/dreaming-tiny-in-georgia target="_blank">Watch on HGTV GO</a>";An Atlanta native is ready to downsize and hit the road in a tiny home. With the help of her son, she hopes to find an affordable house that fits her shoe and hobby collection, and is also mobile enough that she can travel to see her grandchildren.;"Click <a href=https://www.hgtv.com/shows/house-hunters/episodes/dreaming-tiny-in-georgia target="_blank">here</a> for episode details.";33.7490987;-84.3901849;https://www.hulu.com/series/house-hunters-d9110a19-3f29-4ed1-b55c-0f4aa6869a288
Sticker Shock in Atlanta;Season: 163 Episode: 1;"<a href=https://watch.hgtv.com/tv-shows/house-hunters/full-episodes/sticker-shock-in-atlanta target="_blank">Watch on HGTV GO</a>";A young Indiana couple followed their entrepreneurial dreams to Atlanta so they could start a business. Now that they've landed, however, the cost and size of homes in Atlanta in comparison to what they knew in Indiana has left them with a bit of sticker shock.;"Click <a href=https://www.hgtv.com/shows/house-hunters/episodes/sticker-shock-in-atlanta target="_blank">here</a> for episode details.";33.7490987;-84.3901849;https://www.hulu.com/series/house-hunters-d9110a19-3f29-4ed1-b55c-0f4aa6869a337
The Great Escape in Atlanta;Season: 166 Episode: 2;"<a href=https://watch.hgtv.com/tv-shows/house-hunters/full-episodes/the-great-escape-in-atlanta target="_blank">Watch on HGTV GO</a>";Fed up with city traffic, Atlanta buyers are leaving downtown for a home in the surrounding suburbs. They both want a large yard for their dogs, but they disagree on a single-story ranch vs. a two-story Cape Cod home, which offers a variety of escape routes if there's ever an emergency.;"Click <a href=https://www.hgtv.com/shows/house-hunters/episodes/the-great-escape-in-atlanta target="_blank">here</a> for episode details.";33.7490987;-84.3901849;https://www.hulu.com/series/house-hunters-d9110a19-3f29-4ed1-b55c-0f4aa6869a372
Fixer vs. Turnkey in Atlanta;Season: 166 Episode: 1;"<a href=https://watch.hgtv.com/tv-shows/house-hunters/full-episodes/fixer-vs-turnkey-in-atlanta target="_blank">Watch on HGTV GO</a>";An Atlanta couple is looking for a home where they can start a family. He wants to spend less for a fixer-upper with instant equity, but her approach is to pump the budget and get a turnkey home that needs no renovations.;"Click <a href=https://www.hgtv.com/shows/house-hunters/episodes/fixer-vs-turnkey-in-atlanta target="_blank">here</a> for episode details.";33.7490987;-84.3901849;https://www.hulu.com/series/house-hunters-d9110a19-3f29-4ed1-b55c-0f4aa6869a373
Control the Spending;Season: 166 Episode: 11;"<a href=https://watch.hgtv.com/tv-shows/house-hunters/full-episodes/control-the-spending target="_blank">Watch on HGTV GO</a>";An Atlanta bachelor looks at big, bigger and biggest in his hunt for a home that reflects his social lifestyle. However, when his eyes become bigger than his budget, his mom steps in to keep him in check.;"Click <a href=https://www.hgtv.com/shows/house-hunters/episodes/control-the-spending target="_blank">here</a> for episode details.";33.7490987;-84.3901849;https://www.hulu.com/series/house-hunters-d9110a19-3f29-4ed1-b55c-0f4aa6869a374
Antebellums Around Atlanta;Season: 167 Episode: 14;"<a href=https://watch.hgtv.com/tv-shows/house-hunters/full-episodes/antebellums-around-atlanta target="_blank">Watch on HGTV GO</a>";A couple searches for an antebellum-style home just outside of Atlanta. Their wishes may be washed away, however, when they realize an older estate isn't exactly their dream home.;"Click <a href=https://www.hgtv.com/shows/house-hunters/episodes/antebellums-around-atlanta target="_blank">here</a> for episode details.";33.7490987;-84.3901849;https://www.hulu.com/series/house-hunters-d9110a19-3f29-4ed1-b55c-0f4aa6869a389
A New Groove in Athens, GA;Season: 170 Episode: 3;"<a href=https://watch.hgtv.com/tv-shows/house-hunters/full-episodes/a-new-groove-in-athens-ga target="_blank">Watch on HGTV GO</a>";First-time buyers in Georgia escape the pricier Atlanta market by relocating to nearby Athens, where they hope their money will go further. She's an artist and needs a space where she can paint, while he's a touring musician and wants a music studio.;"Click <a href=https://www.hgtv.com/shows/house-hunters/episodes/a-new-groove-in-athens-ga target="_blank">here</a> for episode details.";33.7490987;-84.3901849;https://www.hulu.com/series/house-hunters-d9110a19-3f29-4ed1-b55c-0f4aa6869a426
No Compromising in Atlanta;Season: 172 Episode: 5;"<a href=https://watch.hgtv.com/tv-shows/house-hunters/full-episodes/no-compromising-in-atlanta target="_blank">Watch on HGTV GO</a>";After having to compromise on the last two houses he's bought with his significant others, a single buyer in Atlanta is ready to get exactly what he wants this time. But his two friends, one of whom is also his agent, want to convince him that, with his budget, he may still have to compromise on some things.;"Click <a href=https://www.hgtv.com/shows/house-hunters/episodes/no-compromising-in-atlanta target="_blank">here</a> for episode details.";33.7490987;-84.3901849;https://www.hulu.com/series/house-hunters-d9110a19-3f29-4ed1-b55c-0f4aa6869a453
On the Rocks in Atlanta;Season: 177 Episode: 2;"<a href=https://watch.hgtv.com/tv-shows/house-hunters/full-episodes/on-the-rocks-in-atlanta target="_blank">Watch on HGTV GO</a>";A couple are looking for a home in Atlanta. However, big differences in housing wish lists combine with major relationship issues threaten the whole hunt.;"Click <a href=https://www.hgtv.com/shows/house-hunters/episodes/on-the-rocks-in-atlanta target="_blank">here</a> for episode details.";33.7490987;-84.3901849;https://www.hulu.com/series/house-hunters-d9110a19-3f29-4ed1-b55c-0f4aa6869a481
Financially Free in Atlanta;Season: 180 Episode: 4;"<a href=https://watch.hgtv.com/tv-shows/house-hunters/full-episodes/financially-free-in-atlanta target="_blank">Watch on HGTV GO</a>";A newlywed couple looks to purchase their first home together in Atlanta. She's always wanted to own a single-family home, but he's looking for a multi-family investment property so they can build wealth.;"Click <a href=https://www.hgtv.com/shows/house-hunters/episodes/financially-free-in-atlanta target="_blank">here</a> for episode details.";33.7490987;-84.3901849;https://www.hulu.com/series/house-hunters-d9110a19-3f29-4ed1-b55c-0f4aa6869a520
Fancy vs. Functional in Georgia;Season: 180 Episode: 7;"<a href=https://watch.hgtv.com/tv-shows/house-hunters/full-episodes/fancy-vs-functional-in-georgia target="_blank">Watch on HGTV GO</a>";A family is ready to buy a home after years of living in a cramped apartment in Atlanta. She's looking for a large, single-family home with plenty of space and wow factor, while he wants a townhouse with little maintenance.;"Click <a href=https://www.hgtv.com/shows/house-hunters/episodes/fancy-vs-functional-in-georgia target="_blank">here</a> for episode details.";33.7490987;-84.3901849;https://www.hulu.com/series/house-hunters-d9110a19-3f29-4ed1-b55c-0f4aa6869a521
Atlanta Suburbs or Bust!;Season: 184 Episode: 8;"<a href=https://watch.hgtv.com/tv-shows/house-hunters/full-episodes/atlanta-suburbs-or-bust! target="_blank">Watch on HGTV GO</a>";Young parents want more space to grow their family in Atlanta. She wants to hang on to their youth as long as possible by living in the city, while he wants to relive his childhood with a big house in the suburbs.;"Click <a href=https://www.hgtv.com/shows/house-hunters/episodes/atlanta-suburbs-or-bust target="_blank">here</a> for episode details.";33.7490987;-84.3901849;https://www.hulu.com/series/house-hunters-d9110a19-3f29-4ed1-b55c-0f4aa6869a540
Sweating the Details in Georgia;Season: 184 Episode: 10;"<a href=https://watch.hgtv.com/tv-shows/house-hunters/full-episodes/sweating-the-details-in-georgia target="_blank">Watch on HGTV GO</a>";A couple wants to get their family out of temporary housing and into a home of their own outside Atlanta. He's focused on the big-picture dream house that has plenty of space, while she's an architect who's sweating the details.;"Click <a href=https://www.hgtv.com/shows/house-hunters/episodes/sweating-the-details-in-georgia target="_blank">here</a> for episode details.";33.7490987;-84.3901849;https://www.hulu.com/series/house-hunters-d9110a19-3f29-4ed1-b55c-0f4aa6869a548
Green Acres in Georgia;Season: 194 Episode: 7;"<a href=https://watch.hgtv.com/tv-shows/house-hunters/full-episodes/green-acres-in-georgia target="_blank">Watch on HGTV GO</a>";A Georgia stay-at-home dad is trying to convince his wife that they need a fixer-upper with lots of acreage, but with her high stress job, she's against it.;"Click <a href=https://www.hgtv.com/shows/house-hunters/episodes/green-acres-in-georgia target="_blank">here</a> for episode details.";33.7490987;-84.3901849;https://www.hulu.com/series/house-hunters-d9110a19-3f29-4ed1-b55c-0f4aa6869a663
Room for Baby in Atlanta;Season: 142 Episode: 9;"<a href=https://watch.hgtv.com/tv-shows/house-hunters/full-episodes/room-for-baby-in-atlanta target="_blank">Watch on HGTV GO</a>";An expecting Atlanta couple is searching for their first home with space for baby. She wants a vintage home with charm and history, but he's looking for a midcentury house with a rec room where he can listen to his vinyl collection.;"Click <a href=https://www.hgtv.com/shows/house-hunters/episodes/room-for-baby-in-atlanta target="_blank">here</a> for episode details.";33.7490987;-84.3901849;https://www.hulu.com/series/house-hunters-d9110a19-3f29-4ed1-b55c-0f4aa6869a68
Comics Watch House Hunters: On the Rocks in Atlanta;Season: 177a1a Episode: 8;"<a href=https://watch.hgtv.com/tv-shows/house-hunters/full-episodes/comics-watch-house-hunters-on-the-rocks-in-atlanta target="_blank">Watch on HGTV GO</a>";"Dan Levy and Natasha Leggero welcome comedian Eliot Glazer to watch fan favorite House Hunters episode "On the Rocks in Atlanta".";"Click <a href=https://www.hgtv.com/shows/house-hunters/episodes/comics-watch-house-hunters-on-the-rocks-in-atlanta target="_blank">here</a> for episode details.";33.7490987;-84.3901849;https://www.hulu.com/series/house-hunters-d9110a19-3f29-4ed1-b55c-0f4aa6869a702
Atlanta House for Three;Season: 144 Episode: 8;"<a href=https://watch.hgtv.com/tv-shows/house-hunters/full-episodes/atlanta-house-for-three target="_blank">Watch on HGTV GO</a>";Three best friends and avid podcasters search for a home together in Atlanta. Finding a house that all three can love will be difficult, however, since they each have a different agenda for their new house.;"Click <a href=https://www.hgtv.com/shows/house-hunters/episodes/atlanta-house-for-three target="_blank">here</a> for episode details.";33.7490987;-84.3901849;https://www.hulu.com/series/house-hunters-d9110a19-3f29-4ed1-b55c-0f4aa6869a96
Vacation Home Hunt in Tahoe;Season: 143 Episode: 6;"<a href=https://watch.hgtv.com/tv-shows/house-hunters/full-episodes/vacation-home-hunt-in-tahoe target="_blank">Watch on HGTV GO</a>";A young family of three searches for a home in Tahoe, CA. He's looking for an A-Frame with lots of room to entertain within walking distance of town. She wants a secluded cabin with a rustic feel for some peace and quiet after a stressful week at work. Can they find a home that has it all?;"Click <a href=https://www.hgtv.com/shows/house-hunters/episodes/vacation-home-hunt-in-tahoe target="_blank">here</a> for episode details.";33.659221;-117.8193575;https://www.hulu.com/series/house-hunters-d9110a19-3f29-4ed1-b55c-0f4aa6869a79
Back Home to Birmingham;Season: 154 Episode: 13;"<a href=https://watch.hgtv.com/tv-shows/house-hunters/full-episodes/back-home-to-birmingham target="_blank">Watch on HGTV GO</a>";A couple is moving back home to Birmingham, Alabama, to live a simpler life closer to family. But she has her heart set on a craftsman with charm, while he's hoping for something a lot more modern.;"Click <a href=https://www.hgtv.com/shows/house-hunters/episodes/back-home-to-birmingham target="_blank">here</a> for episode details.";33.5206824;-86.8024326;https://www.hulu.com/series/house-hunters-d9110a19-3f29-4ed1-b55c-0f4aa6869a219
Family Tours in a Tiny;Season: 160 Episode: 13;"<a href=https://watch.hgtv.com/tv-shows/house-hunters/full-episodes/family-tours-in-a-tiny target="_blank">Watch on HGTV GO</a>";A Birmingham, AL, couple with two kids don't want to miss out on any more family moments when he tours as a musician. They hope to buy a tiny fixer-upper on wheels they can put their stamp on and join him on the road. However, they must find something that blends his rustic and vintage style with her love of all-white, clean-lined looks.;"Click <a href=https://www.hgtv.com/shows/house-hunters/episodes/family-tours-in-a-tiny target="_blank">here</a> for episode details.";33.5206824;-86.8024326;https://www.hulu.com/series/house-hunters-d9110a19-3f29-4ed1-b55c-0f4aa6869a297
Vacation Home Battle in Arizona;Season: 176 Episode: 1;"<a href=https://watch.hgtv.com/tv-shows/house-hunters/full-episodes/vacation-home-battle-in-arizona target="_blank">Watch on HGTV GO</a>";A couple who disagrees on the budget seeks a vacation home they can also rent out near Scottsdale, Arizona. He is super thrifty and wants a fixer-upper with character and strong income potential, while she is more extravagant, preferring a turnkey property with an open floor plan and room to relax with their teenage sons.;"Click <a href=https://www.hgtv.com/shows/house-hunters/episodes/vacation-home-battle-in-arizona target="_blank">here</a> for episode details.";33.4942189;-111.9260184;https://www.hulu.com/series/house-hunters-d9110a19-3f29-4ed1-b55c-0f4aa6869a466
New Job, New Place in Dallas;Season: 149 Episode: 8;"<a href=https://watch.hgtv.com/tv-shows/house-hunters/full-episodes/new-job-new-place-in-dallas target="_blank">Watch on HGTV GO</a>";A buyer in the medical field is moving from Augusta, GA, to Dallas to start a new life and a new job. She's hoping to find a place that's a close commute to work, has enough room for her friends and has a rooftop deck.;"Click <a href=https://www.hgtv.com/shows/house-hunters/episodes/new-job-new-place-in-dallas target="_blank">here</a> for episode details.";33.4709714;-81.9748429;https://www.hulu.com/series/house-hunters-d9110a19-3f29-4ed1-b55c-0f4aa6869a160
Unique in Phoenix;Season: 146 Episode: 5;"<a href=https://watch.hgtv.com/tv-shows/house-hunters/full-episodes/unique-in-phoenix target="_blank">Watch on HGTV GO</a>";Hoping to leave the cookie-cutter suburbs of Phoenix behind, an interior designer and his registered-nurse husband look for a home with a unique architecture style in the trendier central part of town.;"Click <a href=https://www.hgtv.com/shows/house-hunters/episodes/unique-in-phoenix target="_blank">here</a> for episode details.";33.4484367;-112.0741417;https://www.hulu.com/series/house-hunters-d9110a19-3f29-4ed1-b55c-0f4aa6869a115
A First Home in Phoenix;Season: 151 Episode: 3;"<a href=https://watch.hgtv.com/tv-shows/house-hunters/full-episodes/a-first-home-in-phoenix target="_blank">Watch on HGTV GO</a>";A young couple's on the hunt for their first home in Phoenix. He wants a newly built house with modern style and a backyard, while she prefers something that's old, charming and has lots of storage.;"Click <a href=https://www.hgtv.com/shows/house-hunters/episodes/a-first-home-in-phoenix target="_blank">here</a> for episode details.";33.4484367;-112.0741417;https://www.hulu.com/series/house-hunters-d9110a19-3f29-4ed1-b55c-0f4aa6869a180
Busting at the Seams;Season: 162 Episode: 5;"<a href=https://watch.hgtv.com/tv-shows/house-hunters/full-episodes/busting-at-the-seams target="_blank">Watch on HGTV GO</a>";A couple with five daughters between them is looking for a large family home in Phoenix. She wants Mediterranean, but he's got his eye on a one-story contemporary. Fortunately the other members of the house agree on what they want: a pool.;"Click <a href=https://www.hgtv.com/shows/house-hunters/episodes/busting-at-the-seams target="_blank">here</a> for episode details.";33.4484367;-112.0741417;https://www.hulu.com/series/house-hunters-d9110a19-3f29-4ed1-b55c-0f4aa6869a321
Wish List Mirage in Arizona;Season: 167 Episode: 5;"<a href=https://watch.hgtv.com/tv-shows/house-hunters/full-episodes/wish-list-mirage-in-arizona target="_blank">Watch on HGTV GO</a>";A broker who lives outside Detroit is looking for a second home in Arizona to escape the Michigan winters. But with a wish list that's a mile long and a budget that isn't, she'll need both her sister and agent to reign in her expectations.;"Click <a href=https://www.hgtv.com/shows/house-hunters/episodes/wish-list-mirage-in-arizona target="_blank">here</a> for episode details.";33.4484367;-112.0741417;https://www.hulu.com/series/house-hunters-d9110a19-3f29-4ed1-b55c-0f4aa6869a387
Hitting a Homer in Phoenix;Season: 140 Episode: 9;"<a href=https://watch.hgtv.com/tv-shows/house-hunters/full-episodes/hitting-a-homer-in-phoenix target="_blank">Watch on HGTV GO</a>";A blended Arizona family looks for a large home in the East Phoenix Valley. She's looking for a French Provincial with an all-white kitchen, but since he's a former major league baseball player, he wants room for an RV garage so he can build a batting cage. Will they find a home with it all?;"Click <a href=https://www.hgtv.com/shows/house-hunters/episodes/hitting-a-homer-in-phoenix target="_blank">here</a> for episode details.";33.4484367;-112.0741417;https://www.hulu.com/series/house-hunters-d9110a19-3f29-4ed1-b55c-0f4aa6869a41
One Story or No Story in Arizona;Season: 171 Episode: 11;"<a href=https://watch.hgtv.com/tv-shows/house-hunters/full-episodes/one-story-or-no-story-in-arizona target="_blank">Watch on HGTV GO</a>";A young couple with a toddler is ready to move out of her parents' house and into the Phoenix suburbs, but they can't agree on what type of home to buy. He dreams of buying a two-story property, while she is safety-conscious and prefers a house with no steps.;"Click <a href=https://www.hgtv.com/shows/house-hunters/episodes/one-story-or-no-story-in-arizona target="_blank">here</a> for episode details.";33.4484367;-112.0741417;https://www.hulu.com/series/house-hunters-d9110a19-3f29-4ed1-b55c-0f4aa6869a438
Off the Road Again;Season: 176 Episode: 4;"<a href=https://watch.hgtv.com/tv-shows/house-hunters/full-episodes/off-the-road-again target="_blank">Watch on HGTV GO</a>";A couple is ready to find a permanent home in Phoenix, Arizona, after living on the road for a year in their camper. She wants something move-in ready but he's focused on finding a fixer-upper with a private pool.;"Click <a href=https://www.hgtv.com/shows/house-hunters/episodes/off-the-road-again target="_blank">here</a> for episode details.";33.4484367;-112.0741417;https://www.hulu.com/series/house-hunters-d9110a19-3f29-4ed1-b55c-0f4aa6869a465
Big Dreams vs. Frugal Fancies in Arizona;Season: 184 Episode: 4;"<a href=https://watch.hgtv.com/tv-shows/house-hunters/full-episodes/big-dreams-vs-frugal-fancies-in-arizona target="_blank">Watch on HGTV GO</a>";A couple looks for a new home their family can grow into in Phoenix. He's willing to spend more for a super-sized, move-in ready house while she's more frugal and hopes to put a little sweat equity into a smaller place.;"Click <a href=https://www.hgtv.com/shows/house-hunters/episodes/big-dreams-vs-frugal-fancies-in-arizona target="_blank">here</a> for episode details.";33.4484367;-112.0741417;https://www.hulu.com/series/house-hunters-d9110a19-3f29-4ed1-b55c-0f4aa6869a541
A Room for Everyone in Arizona;Season: 188 Episode: 8;"<a href=https://watch.hgtv.com/tv-shows/house-hunters/full-episodes/a-room-for-everyone-in-arizona target="_blank">Watch on HGTV GO</a>";A family in Phoenix is looking for a place with more living and bathroom space now that their daughters have entered their teens. Although Mom wants to set a strict budget, she and Dad can't agree on how much to spend or how big to go.;"Click <a href=https://www.hgtv.com/shows/house-hunters/episodes/a-room-for-everyone-in-arizona target="_blank">here</a> for episode details.";33.4484367;-112.0741417;https://www.hulu.com/series/house-hunters-d9110a19-3f29-4ed1-b55c-0f4aa6869a592
Calling the Shots in Arizona;Season: 190 Episode: 13;"<a href=https://watch.hgtv.com/tv-shows/house-hunters/full-episodes/calling-the-shots-in-arizona target="_blank">Watch on HGTV GO</a>";"A couple expecting their third child is on the hunt for a bigger home in Arizona before the baby arrives. However, she's a self-proclaimed "helicopter mom" and isn't willing to compromise on anything, even with the baby on its way.";"Click <a href=https://www.hgtv.com/shows/house-hunters/episodes/calling-the-shots-in-arizona target="_blank">here</a> for episode details.";33.4484367;-112.0741417;https://www.hulu.com/series/house-hunters-d9110a19-3f29-4ed1-b55c-0f4aa6869a618
Conflicting Styles in Phoenix;Season: 142 Episode: 11;"<a href=https://watch.hgtv.com/tv-shows/house-hunters/full-episodes/conflicting-styles-in-phoenix target="_blank">Watch on HGTV GO</a>";Phoenix buyers are looking for a house with plenty of space to start a family, but they don't agree on much else. She wants a Mediterranean-style home in the suburbs, while he'd prefer a midcentury modern close to where he works downtown.;"Click <a href=https://www.hgtv.com/shows/house-hunters/episodes/conflicting-styles-in-phoenix target="_blank">here</a> for episode details.";33.4484367;-112.0741417;https://www.hulu.com/series/house-hunters-d9110a19-3f29-4ed1-b55c-0f4aa6869a65
A Castle or a Cottage;Season: 194 Episode: 4;"<a href=https://watch.hgtv.com/tv-shows/house-hunters/full-episodes/a-castle-or-a-cottage target="_blank">Watch on HGTV GO</a>";An American buyer loves all things British, especially his British wife, but as they move to the Phoenix area, he will have to try and convince her to buy the castle of his dreams when all she wants is a humble cottage.;"Click <a href=https://www.hgtv.com/shows/house-hunters/episodes/a-castle-or-a-cottage target="_blank">here</a> for episode details.";33.4484367;-112.0741417;https://www.hulu.com/series/house-hunters-d9110a19-3f29-4ed1-b55c-0f4aa6869a661
Trading the Desert for the Beach;Season: 183r1r Episode: 8;"<a href=https://watch.hgtv.com/tv-shows/house-hunters/full-episodes/trading-the-desert-for-the-beach target="_blank">Watch on HGTV GO</a>";North Carolina natives Danny and Alana want to move from Phoenix back east to Topsail Island. Their desert city is just too big, too busy and, most importantly, too far from the beach. They're looking for a dream home right on the beach so that they can enjoy the water, white sands and relaxing pace of Topsail with their four young children.;"Click <a href=https://www.hgtv.com/shows/house-hunters/episodes/trading-the-desert-for-the-beach target="_blank">here</a> for episode details.";33.4484367;-112.0741417;https://www.hulu.com/series/house-hunters-d9110a19-3f29-4ed1-b55c-0f4aa6869a717
Beautiful Chaos in Gilbert, Arizona;Season: 158 Episode: 1;"<a href=https://watch.hgtv.com/tv-shows/house-hunters/full-episodes/beautiful-chaos-in-gilbert-arizona target="_blank">Watch on HGTV GO</a>";"Busy parents are moving their family of seven from the southeast to be closer to family in Gilbert, Arizona. They're hoping to find a home that gives them plenty of space, but finding a home that has a "homey" southern feel in the middle of the Arizona dessert may present quite the challenge.";"Click <a href=https://www.hgtv.com/shows/house-hunters/episodes/beautiful-chaos-in-gilbert-arizona target="_blank">here</a> for episode details.";33.3527632;-111.7890373;https://www.hulu.com/series/house-hunters-d9110a19-3f29-4ed1-b55c-0f4aa6869a270
Making Room for Babies;Season: 163 Episode: 13;"<a href=https://watch.hgtv.com/tv-shows/house-hunters/full-episodes/making-room-for-babies target="_blank">Watch on HGTV GO</a>";A couple decides to move to McKinney, Texas, to be closer to her family. He's looking for a contemporary home with clean lines and space for an office, but she's got her heart set on a homey Craftsman with room to grow their family.;"Click <a href=https://www.hgtv.com/shows/house-hunters/episodes/making-room-for-babies target="_blank">here</a> for episode details.";33.1976496;-96.6154471;https://www.hulu.com/series/house-hunters-d9110a19-3f29-4ed1-b55c-0f4aa6869a345
A Texas-Sized Downsize;Season: 176 Episode: 13;"<a href=https://watch.hgtv.com/tv-shows/house-hunters/full-episodes/a-texas-sized-downsize target="_blank">Watch on HGTV GO</a>";Empty nesters in McKinney, Texas, are looking for a Texas-sized downsized -- meaning they still want at least 3,200 square feet! His biggest concern is the yard where he plans to create a primo outdoor living space while she's dead-set on having space for a playroom for their future grandkids.;"Click <a href=https://www.hgtv.com/shows/house-hunters/episodes/a-texas-sized-downsize target="_blank">here</a> for episode details.";33.1976496;-96.6154471;https://www.hulu.com/series/house-hunters-d9110a19-3f29-4ed1-b55c-0f4aa6869a473
Flying the Coop in Texas;Season: 142 Episode: 8;"<a href=https://watch.hgtv.com/tv-shows/house-hunters/full-episodes/flying-the-coop-in-texas target="_blank">Watch on HGTV GO</a>";A married couple wants to buy their first home in McKinney, Texas, for their family of five. He wants a brand-new home with smart home technology and she wants a farmhouse in the country where she can keep her chickens.;"Click <a href=https://www.hgtv.com/shows/house-hunters/episodes/flying-the-coop-in-texas target="_blank">here</a> for episode details.";33.1976496;-96.6154471;https://www.hulu.com/series/house-hunters-d9110a19-3f29-4ed1-b55c-0f4aa6869a75
Taking Care of Mama in Oceanside;Season: 169 Episode: 9;"<a href=https://watch.hgtv.com/tv-shows/house-hunters/full-episodes/taking-care-of-mama-in-oceanside target="_blank">Watch on HGTV GO</a>";Two first-generation American sons are helping their Japanese mother buy her first home in Oceanside, California. She's a fan of home improvement TV shows and wants a fixer-upper. One son is helping with her house hunt, and he's not convinced that he can handle the unknowns of a renovation and stay under their tight budget.;"Click <a href=https://www.hgtv.com/shows/house-hunters/episodes/taking-care-of-mama-in-oceanside target="_blank">here</a> for episode details.";33.1958696;-117.3794834;https://www.hulu.com/series/house-hunters-d9110a19-3f29-4ed1-b55c-0f4aa6869a413
From a Trailer to a House for Eight;Season: 193 Episode: 2;"<a href=https://watch.hgtv.com/tv-shows/house-hunters/full-episodes/from-a-trailer-to-a-house-for-eight target="_blank">Watch on HGTV GO</a>";A family of eight has been living in an RV in order to save and buy a home in cash in Oceanside, California. He's looking for a two-story traditional home with five bedrooms, but she prefers something smaller with four bedrooms that's all on one level.;"Click <a href=https://www.hgtv.com/shows/house-hunters/episodes/from-a-trailer-to-a-house-for-8 target="_blank">here</a> for episode details.";33.1958696;-117.3794834;https://www.hulu.com/series/house-hunters-d9110a19-3f29-4ed1-b55c-0f4aa6869a652
Car Dad in Carlsbad;Season: 186 Episode: 13;"<a href=https://watch.hgtv.com/tv-shows/house-hunters/full-episodes/car-dad-in-carlsbad target="_blank">Watch on HGTV GO</a>";A recent divorcee in Carlsbad, CA, looks for a unique home for himself and his extensive car collection. His daughter joins the hunt to help curb his impulsiveness and offer her opinion on the homes' positive and negative energy.;"Click <a href=https://www.hgtv.com/shows/house-hunters/episodes/car-dad-in-carlsbad target="_blank">here</a> for episode details.";33.1580933;-117.3505966;https://www.hulu.com/series/house-hunters-d9110a19-3f29-4ed1-b55c-0f4aa6869a567
Putting Down Roots in Grapevine, Texas;Season: 168 Episode: 2;"<a href=https://watch.hgtv.com/tv-shows/house-hunters/full-episodes/putting-down-roots-in-grapevine-texas target="_blank">Watch on HGTV GO</a>";Native Californians transplant to Grapevine, Texas, and while one is ready to knock down some walls, the other is looking for a more peaceful transition.;"Click <a href=https://www.hgtv.com/shows/house-hunters/episodes/putting-down-roots-in-grapevine-texas target="_blank">here</a> for episode details.";32.9337381;-97.0788754;https://www.hulu.com/series/house-hunters-d9110a19-3f29-4ed1-b55c-0f4aa6869a410
