name;ep;watch;desc;deets;lat;lng;hulu
Fighting Cavities in Cairns;Season: 139 Episode: 10;"<a href=https://watch.hgtv.com/tv-shows/house-hunters-international/full-episodes/fighting-cavities-in-cairns target="_blank">Watch on HGTV GO</a>";An adventurous woman and her family decide to uproot their comfortable lives in Missouri so she can attend dental school in Cairns, Australia. Its lush, tropical rainforest and access to the wild-blue expanses of the Great Barrier Reef were too stunning of a backdrop to resist but now they must rely on their life savings to fund their reset.;"Click <a href=https://www.hgtv.com/shows/house-hunters-international/episodes/fighting-cavities-in-cairns target="_blank">here</a> for episode details.";-16.9206657;145.7721854;https://www.hulu.com/series/house-hunters-international-ccb2f0a5-c6cb-45c1-a6d7-4e5828ac43d23
Fiji's Hidden Luxury;Season: 134 Episode: 4;"<a href=https://watch.hgtv.com/tv-shows/house-hunters-international/full-episodes/fijis-hidden-luxury target="_blank">Watch on HGTV GO</a>";A man is ready to move his family from Canada to his native Fiji to spend more time together as a family. While they're highly motivated to make the move, however, there are many risks and limitations. Living off a single income, the family hopes to live simply like the happy-go-lucky locals but all bets are off once they get a taste of affordable Fijian luxury.;"Click <a href=https://www.hgtv.com/shows/house-hunters-international/episodes/fijis-hidden-luxury target="_blank">here</a> for episode details.";-18.1239696;179.0122737;https://www.hulu.com/series/house-hunters-international-ccb2f0a5-c6cb-45c1-a6d7-4e5828ac43d22
Marriage Pact in Madagascar;Season: 143 Episode: 5;"<a href=https://watch.hgtv.com/tv-shows/house-hunters-international/full-episodes/marriage-pact-in-madagascar target="_blank">Watch on HGTV GO</a>";Two decades and two kids after making a pact to get married if still single by 30, a pair of childhood sweethearts is ready to move to Antananarivo, Madagascar. The family is following a job but kid concerns and financial constraints make starting a new chapter in a foreign land more complicated than their simple childhood promise.;"Click <a href=https://www.hgtv.com/shows/house-hunters-international/episodes/marriage-pact-in-madagascar target="_blank">here</a> for episode details.";-18.9100122;47.5255809;
Self-made in Yeppoon;Season: 153 Episode: 3;"<a href=https://watch.hgtv.com/tv-shows/house-hunters-international/full-episodes/self-made-in-yeppoon target="_blank">Watch on HGTV GO</a>";A young couple is at their wits end with work in Canada and decides to start fresh in Yeppoon, Australia. He likes simplicity and wants no more than a beach shack, but she's looking for a little luxury to make up for her long work hours.;"Click <a href=https://www.hgtv.com/shows/house-hunters-international/episodes/self-made-in-yeppoon target="_blank">here</a> for episode details.";-23.1348035;150.7436625;
His Plan vs. Her Priorities in Brazil;Season: 155 Episode: 12;"<a href=https://watch.hgtv.com/tv-shows/house-hunters-international/full-episodes/his-plan-vs-her-priorities-in-brazil target="_blank">Watch on HGTV GO</a>";A blended family is moving to Sao Paulo, Brazil, for a job promotion. He wants to stick to the budget, but she wants to spend what it takes to ensure there is enough room for the whole family to feel comfortable.;"Click <a href=https://www.hgtv.com/shows/house-hunters-international/episodes/his-plan-vs-her-priorities-in-brazil target="_blank">here</a> for episode details.";-23.5506507;-46.6333824;
Sunshine and Canines;Season: 130r1r Episode: 1;"<a href=https://watch.hgtv.com/tv-shows/house-hunters-international/full-episodes/sunshine-and-canines target="_blank">Watch on HGTV GO</a>";Three years ago, Chris and his dogs moved to Seventeen Seventy, Australia, to establish his dog training business. Getting things up and running was more work than anticipated, and now he looks back on his journey and the house hunt.;"Click <a href=https://www.hgtv.com/shows/house-hunters-international/episodes/sunshine-and-canines target="_blank">here</a> for episode details.";-24.1642742;151.885128;
Black Hawk Down Under;Season: 130 Episode: 11;"<a href=https://watch.hgtv.com/tv-shows/house-hunters-international/full-episodes/black-hawk-down-under target="_blank">Watch on HGTV GO</a>";As a Black Hawk helicopter pilot for the Army, Kevin has moved his family around the country for years. Now, thanks to an exchange program with the Australian military, they're landing Down Under and will have more time to spend with the family. Kevin's wife, Kim, is leaving her nursing job and her custom-built Colorado home to take on a new role as a stay-at-home mom. With just one income, she's tightening the purse strings on their house hunt, even if it means compromising their wish list.;"Click <a href=https://www.hgtv.com/shows/house-hunters-international/episodes/black-hawk-down-under target="_blank">here</a> for episode details.";-24.7761086;134.755;
Moving Down Under for Mom;Season: 143 Episode: 7;"<a href=https://watch.hgtv.com/tv-shows/house-hunters-international/full-episodes/moving-down-under-for-mom target="_blank">Watch on HGTV GO</a>";A mother's cancer diagnosis brings her son and his girlfriend home to Australia. Despite being surrounded by family and friends, the couple is on their own for the first time, and they find themselves on different wavelengths as they look for a place to live and try to combine their American and Aussie tastes.;"Click <a href=https://www.hgtv.com/shows/house-hunters-international/episodes/moving-down-under-for-mom target="_blank">here</a> for episode details.";-24.7761086;134.755;
Finding Balance on the Cooloola Coast;Season: 132 Episode: 8;"<a href=https://watch.hgtv.com/tv-shows/house-hunters-international/full-episodes/finding-balance-on-the-cooloola-coast target="_blank">Watch on HGTV GO</a>";A newly engaged couple looks for their next adventure on his home turf in Australia. But while he's focused on living on the shore, she is more intrigued with his stories of growing up in the bush. Fate may have brought them together, but compromise will keep them together as they begin life anew on the Cooloola Coast.;"Click <a href=https://www.hgtv.com/shows/house-hunters-international/episodes/finding-balance-on-the-cooloola-coast target="_blank">here</a> for episode details.";-25.9023304;153.091719;https://www.hulu.com/series/house-hunters-international-ccb2f0a5-c6cb-45c1-a6d7-4e5828ac43d21
Juxtaposition in Johannesburg;Season: 152 Episode: 2;"<a href=https://watch.hgtv.com/tv-shows/house-hunters-international/full-episodes/juxtaposition-in-johannesburg target="_blank">Watch on HGTV GO</a>";After living in a rural town for over a year, a young couple is ready to get back to city life in Johannesburg, South Africa. They hope to find a roomy place that fits their budget and still allows them to experience the bar and restaurant scene.;"Click <a href=https://www.hgtv.com/shows/house-hunters-international/episodes/juxtaposition-in-johannesburg target="_blank">here</a> for episode details.";-26.205;28.049722;
Adventures in Noosa Hinterland;Season: 159 Episode: 1;"<a href=https://watch.hgtv.com/tv-shows/house-hunters-international/full-episodes/adventures-in-noosa-hinterland target="_blank">Watch on HGTV GO</a>";An outdoor instructor looks to start a new business and move his family to Noosa, Australia. They're looking for a place near the beach, but he wants something modern that's move-in ready while she seeks a home that has character and rustic charm.;"Click <a href=https://www.hgtv.com/shows/house-hunters-international/episodes/adventures-in-noosa-hinterland target="_blank">here</a> for episode details.";-26.44723845;153.0914785;
Family and Function in Amsterdam;Season: 154 Episode: 10;"<a href=https://watch.hgtv.com/tv-shows/house-hunters-international/full-episodes/family-and-function-in-amsterdam target="_blank">Watch on HGTV GO</a>";A South African man gets a job transfer to Amsterdam, which means more time with his wife and son. The couple disagrees on their priorities as she wants a home outside of town with space for family to visit, and he wants a place in town and close to work.;"Click <a href=https://www.hgtv.com/shows/house-hunters-international/episodes/family-and-function-in-amsterdam target="_blank">here</a> for episode details.";-26.626667;30.666389;
Moving to Maroochy;Season: 141 Episode: 1;"<a href=https://watch.hgtv.com/tv-shows/house-hunters-international/full-episodes/moving-to-maroochy target="_blank">Watch on HGTV GO</a>";When an Australian man lands a job transfer in his homeland, he's excited to share the joys of his childhood with his young family. Leaving her native Canada to move to the Shire of Maroochy isn't so easy for his wife, however. He can't see beyond a sentimental and carefree beach life, but with a 3-year old and a potential business to start up, the family will have to find middle ground before they can start their new life.;"Click <a href=https://www.hgtv.com/shows/house-hunters-international/episodes/moving-to-maroochy target="_blank">here</a> for episode details.";-26.6494337;153.091971;https://www.hulu.com/series/house-hunters-international-ccb2f0a5-c6cb-45c1-a6d7-4e5828ac43d20
Reset in Cabo San Lucas, Mexico;Season: 156 Episode: 8;"<a href=https://watch.hgtv.com/tv-shows/house-hunters-international/full-episodes/reset-in-cabo-san-lucas-mexico target="_blank">Watch on HGTV GO</a>";A man is hoping Cabo San Lucas, Mexico, is the perfect place to start over after his second divorce. In order to secure his dream home, he must buy it outright. With his life savings in the balance, an old friend steps in to help him make the decision.;"Click <a href=https://www.hgtv.com/shows/house-hunters-international/episodes/reset-in-cabo-san-lucas-mexico target="_blank">here</a> for episode details.";-26.8003501;-65.2162222;
A Couple's Compromise in Brisbane;Season: 137 Episode: 4;"<a href=https://watch.hgtv.com/tv-shows/house-hunters-international/full-episodes/a-couples-compromise-in-brisbane target="_blank">Watch on HGTV GO</a>";A Canadian woman leaves her budding career behind to support her fiance as he attends medical school in Australia. But her current unemployment and his spending habits will put their relationship to a test as they search for a new home together.;"Click <a href=https://www.hgtv.com/shows/house-hunters-international/episodes/a-couples-compromise-in-brisbane target="_blank">here</a> for episode details.";-27.4689682;153.0234991;https://www.hulu.com/series/house-hunters-international-ccb2f0a5-c6cb-45c1-a6d7-4e5828ac43d19
Pool or No Pool in Brisbane;Season: 126 Episode: 9;"<a href=https://watch.hgtv.com/tv-shows/house-hunters-international/full-episodes/pool-or-no-pool-in-brisbane target="_blank">Watch on HGTV GO</a>";After spending his entire life in his native England, Paul is ready to embrace Australia's sun and fun in a house with a pool. But a pool may be up for debate, as his American wife Kim is equally determined to put their two toddlers' safety first and foremost.;"Click <a href=https://www.hgtv.com/shows/house-hunters-international/episodes/pool-or-no-pool-in-brisbane target="_blank">here</a> for episode details.";-27.4689682;153.0234991;
Bring It On, Brisbane;Season: 130 Episode: 12;"<a href=https://watch.hgtv.com/tv-shows/house-hunters-international/full-episodes/bring-it-on-brisbane target="_blank">Watch on HGTV GO</a>";Newlyweds Jacques and Lounelle are high school sweethearts who have lived in Cape Town, South Africa, all their lives. When Jacques got a job transfer to Brisbane, Australia, the opportunity was too good to pass up. The couple may have known each other for nearly a lifetime, but they quickly discover that there's still a lot to learn when it comes to living together far outside of their comfort zone.;"Click <a href=https://www.hgtv.com/shows/house-hunters-international/episodes/bring-it-on-brisbane target="_blank">here</a> for episode details.";-27.4689682;153.0234991;
Antiques, Adventure and Room for Three in Brisbane;Season: 143 Episode: 11;"<a href=https://watch.hgtv.com/tv-shows/house-hunters-international/full-episodes/antiques-adventure-and-room-for-three-in-brisbane target="_blank">Watch on HGTV GO</a>";A family of three makes a move to Brisbane, Australia. Opportunity for adventure abounds, but family concerns include their daughter's education, mom's social transition and finding room for a sea of heirlooms, making it tough to keep everyone happy.;"Click <a href=https://www.hgtv.com/shows/house-hunters-international/episodes/antiques-adventure-and-room-for-three-in-brisbane target="_blank">here</a> for episode details.";-27.4689682;153.0234991;
Yin and Yang in Brisbane;Season: 151 Episode: 7;"<a href=https://watch.hgtv.com/tv-shows/house-hunters-international/full-episodes/yin-and-yang-in-brisbane target="_blank">Watch on HGTV GO</a>";A Minnesota couple that's tired of the cold and armed with the proceeds of selling their business relocates to Brisbane, Australia. He wants to relive his college days in a traditional home, but she's hoping for something like their Minneapolis apartment.;"Click <a href=https://www.hgtv.com/shows/house-hunters-international/episodes/yin-and-yang-in-brisbane target="_blank">here</a> for episode details.";-27.4689682;153.0234991;
Wherever I May Rome;Season: 126 Episode: 5;"<a href=https://watch.hgtv.com/tv-shows/house-hunters-international/full-episodes/wherever-i-may-rome target="_blank">Watch on HGTV GO</a>";An Italo-Australian entrepreneur traveled to Rome to start a culinary tour business, but unexpectedly fell in love. It's food she's been seeking, not romance, but after a fast and furious dating period, she decides to expedite her business plans. She's looking for an apartment in the center of the city, but also wants to be close to public transportation.;"Click <a href=https://www.hgtv.com/shows/house-hunters-international/episodes/wherever-i-may-rome target="_blank">here</a> for episode details.";-27.4820836;153.0575323;
Rugby Down Under;Season: 117 Episode: 5;"<a href=https://watch.hgtv.com/tv-shows/house-hunters-international/full-episodes/rugby-down-under target="_blank">Watch on HGTV GO</a>";A couple that's bored of their day jobs in Amsterdam jumps at the chance to move when he gets the opportunity to play amateur rugby in Noosa, Australia. She wants a second bedroom to accommodate visitors, but he's worried about cost since neither has a job.;"Click <a href=https://www.hgtv.com/shows/house-hunters-international/episodes/rugby-down-under target="_blank">here</a> for episode details.";-27.5583271;153.0921153;
From Colorado Snow to Florida Sand;Season: 146 Episode: 9;"<a href=https://watch.hgtv.com/tv-shows/house-hunters/full-episodes/from-colorado-snow-to-florida-sand target="_blank">Watch on HGTV GO</a>";A couple moves from cold Colorado to sunny St. Petersburg, FL, to be near their college-aged daughters. She wants a more vintage historic home, but he's hoping for something new and modern. Their primary need, however, is enough space for two baby grand pianos.;"Click <a href=https://www.hgtv.com/shows/house-hunters/episodes/from-colorado-snow-to-florida-sand target="_blank">here</a> for episode details.";49.8158683;6.1296751;https://www.hulu.com/series/house-hunters-d9110a19-3f29-4ed1-b55c-0f4aa6869a117
Rocky Mountain Vacation Home;Season: 152 Episode: 10;"<a href=https://watch.hgtv.com/tv-shows/house-hunters/full-episodes/rocky-mountain-vacation-home target="_blank">Watch on HGTV GO</a>";A couple goes on the hunt for a family vacation home in their favorite Rocky Mountain hangout of Dillon, Colorado. They both want something rustic, but while she wants a project, he'd prefer move-in ready with a nice master bath.;"Click <a href=https://www.hgtv.com/shows/house-hunters/episodes/rocky-mountain-vacation-home target="_blank">here</a> for episode details.";49.8158683;6.1296751;https://www.hulu.com/series/house-hunters-d9110a19-3f29-4ed1-b55c-0f4aa6869a195
A Tiny Home Adventure;Season: 159 Episode: 8;"<a href=https://watch.hgtv.com/tv-shows/house-hunters/full-episodes/a-tiny-home-adventure target="_blank">Watch on HGTV GO</a>";An outdoorsman who feels trapped in the Colorado suburban life is selling his home to go tiny and tour the country. His dog and his motorcycle are coming along on the journey, so he needs a tiny house than can fit all three of them, as well as have the capability to operate off-grid when he travels to remote areas.;"Click <a href=https://www.hgtv.com/shows/house-hunters/episodes/a-tiny-home-adventure target="_blank">here</a> for episode details.";49.8158683;6.1296751;https://www.hulu.com/series/house-hunters-d9110a19-3f29-4ed1-b55c-0f4aa6869a284
Colorado Farmhouse Rock;Season: 140 Episode: 1;"<a href=https://watch.hgtv.com/tv-shows/house-hunters/full-episodes/colorado-farmhouse-rock target="_blank">Watch on HGTV GO</a>";A Colorado couple is looking for more acreage and privacy just outside of the Denver area. They play in a popular '80s tribute band, so they need to find a house in the country that's a close drive to the city.;"Click <a href=https://www.hgtv.com/shows/house-hunters/episodes/colorado-farmhouse-rock target="_blank">here</a> for episode details.";49.8158683;6.1296751;https://www.hulu.com/series/house-hunters-d9110a19-3f29-4ed1-b55c-0f4aa6869a44
Fan Faves: Colorado Farmhouse Rock;Season: 140r1r Episode: 1;"<a href=https://watch.hgtv.com/tv-shows/house-hunters/full-episodes/fan-faves-colorado-farmhouse-rock target="_blank">Watch on HGTV GO</a>";Check out this fan favorite as a Colorado couple looks for more acreage and privacy just outside of the Denver area. They play in a popular '80s tribute band, so they need to find a house in the country that's a close drive to the city.;"Click <a href=https://www.hgtv.com/shows/house-hunters/episodes/fan-faves-colorado-farmhouse-rock target="_blank">here</a> for episode details.";-28.51315;-52.9939085;https://www.hulu.com/series/house-hunters-d9110a19-3f29-4ed1-b55c-0f4aa6869a676
Australian Forever Home;Season: 121 Episode: 3;"<a href=https://watch.hgtv.com/tv-shows/house-hunters-international/full-episodes/australian-forever-home target="_blank">Watch on HGTV GO</a>";After being turned on to the wonder of Norfolk Island, Australia, a couple hatched a plan to leave hectic Sydney behind and make it their permanent home. The island is pristine but small, and they quickly discover that housing options with a museum-quality view may be limited by their postcard budget. With room for an art studio and a healthy-sized garden also on their list, these two artists-at-heart will need all the creativity they can muster to make their Norfolk Island dream come true.;"Click <a href=https://www.hgtv.com/shows/house-hunters-international/episodes/australian-forever-home target="_blank">here</a> for episode details.";-29.0289575;167.9587289;
Outer Space in La Serena, Chile;Season: 145 Episode: 6;"<a href=https://watch.hgtv.com/tv-shows/house-hunters-international/full-episodes/outer-space-in-la-serena-chile target="_blank">Watch on HGTV GO</a>";When the family breadwinner is an aerospace engineer, there's no better place to move than the research town of La Serena, Chile. However, the kids feel like they may as well move to outer space, and don't hesitate to share their strong opinions.;"Click <a href=https://www.hgtv.com/shows/house-hunters-international/episodes/outer-space-in-la-serena-chile target="_blank">here</a> for episode details.";-29.902631;-71.2520253;
On the Move From Canada to Chile;Season: 141 Episode: 8;"<a href=https://watch.hgtv.com/tv-shows/house-hunters-international/full-episodes/on-the-move-from-canada-to-chile target="_blank">Watch on HGTV GO</a>";A young Canadian woman sets out to live her dream of working abroad. The move requires a big sacrifice from her husband as he must leave both his career and dreams behind but he's eager to help her find the perfect home in Chile.;"Click <a href=https://www.hgtv.com/shows/house-hunters-international/episodes/on-the-move-from-canada-to-chile target="_blank">here</a> for episode details.";-31.7613365;-71.3187697;https://www.hulu.com/series/house-hunters-international-ccb2f0a5-c6cb-45c1-a6d7-4e5828ac43d18
Hitting the Slopes in Chile;Season: 117 Episode: 4;"<a href=https://watch.hgtv.com/tv-shows/house-hunters-international/full-episodes/hitting-the-slopes-in-chile target="_blank">Watch on HGTV GO</a>";A couple leaves everything their kids have ever known for a new adventure in Chile. They don't see eye-to-eye on a home style or the budget, as he wants a rustic cabin and is worried about spending too much, while she wants a home in town and will spend whatever it takes to make the family comfortable.;"Click <a href=https://www.hgtv.com/shows/house-hunters-international/episodes/hitting-the-slopes-in-chile target="_blank">here</a> for episode details.";-31.7613365;-71.3187697;
Poolside in Perth, Australia;Season: 138 Episode: 10;"<a href=https://watch.hgtv.com/tv-shows/house-hunters-international/full-episodes/poolside-in-perth-australia target="_blank">Watch on HGTV GO</a>";A British couple enticed by Australian sunshine decides to settle down in Perth to live near her family. Together they will look for a poolside paradise that doesn't cannon-ball their finances.;"Click <a href=https://www.hgtv.com/shows/house-hunters-international/episodes/poolside-in-perth-australia target="_blank">here</a> for episode details.";-31.9527121;115.8604796;https://www.hulu.com/series/house-hunters-international-ccb2f0a5-c6cb-45c1-a6d7-4e5828ac43d16
Far Away from Boston;Season: 140 Episode: 9;"<a href=https://watch.hgtv.com/tv-shows/house-hunters-international/full-episodes/far-away-from-boston target="_blank">Watch on HGTV GO</a>";Soon-to-be newlyweds are excited to follow a job opportunity to Perth, Australia. She loves her family, however, and laments the fact that Perth is the farthest physical point on the planet from her hometown of Boston. Life may soon turn upside down for this couple but the warm climate and amazing Australian beaches may be just what they need to thrive.;"Click <a href=https://www.hgtv.com/shows/house-hunters-international/episodes/far-away-from-boston target="_blank">here</a> for episode details.";-31.9527121;115.8604796;https://www.hulu.com/series/house-hunters-international-ccb2f0a5-c6cb-45c1-a6d7-4e5828ac43d17
Back and Perth;Season: 122 Episode: 12;"<a href=https://watch.hgtv.com/tv-shows/house-hunters-international/full-episodes/back-and-perth target="_blank">Watch on HGTV GO</a>";After working part-time between California and Australia, a veterinarian dermatologist is ready to purchase a home in Perth. He's looking for a place close to his job, but he wants to make sure his partner has water views to enjoy while he's working.;"Click <a href=https://www.hgtv.com/shows/house-hunters-international/episodes/back-and-perth target="_blank">here</a> for episode details.";-31.9527121;115.8604796;
Honeymooners in Perth;Season: 156 Episode: 6;"<a href=https://watch.hgtv.com/tv-shows/house-hunters-international/full-episodes/honeymooners-in-perth target="_blank">Watch on HGTV GO</a>";A newlywed couple with opposite schedules looks for a change and takes a job opportunity in Perth, Australia. They're looking for three bedrooms, a modern kitchen and space for guests, but finding their ideal location may be a challenge.;"Click <a href=https://www.hgtv.com/shows/house-hunters-international/episodes/honeymooners-in-perth target="_blank">here</a> for episode details.";-31.9527121;115.8604796;
From Tundra to Down Under;Season: 136 Episode: 10;"<a href=https://watch.hgtv.com/tv-shows/house-hunters-international/full-episodes/from-tundra-to-down-under target="_blank">Watch on HGTV GO</a>";Newlyweds Adam and Nameeta are moving from Canada to Newcastle, Australia, to follow Adam's job at an expanding auction house. With no support system and a new marriage, their different ideas of the perfect house are just a couple of the challenges they'll face.;"Click <a href=https://www.hgtv.com/shows/house-hunters-international/episodes/from-tundra-to-down-under target="_blank">here</a> for episode details.";-32.9272881;151.7812534;https://www.hulu.com/series/house-hunters-international-ccb2f0a5-c6cb-45c1-a6d7-4e5828ac43d15
New Love, New Home, New Rules in Sydney;Season: 132 Episode: 12;"<a href=https://watch.hgtv.com/tv-shows/house-hunters-international/full-episodes/new-love-new-home-new-rules-in-sydney target="_blank">Watch on HGTV GO</a>";A newly engaged couple that has never left Philadelphia or lived under the same roof together decides to take the leap and move to Sydney to pursue a job opportunity. But these two are challenged to figure out their new country, new home and new set of relationship rules with nothing familiar around to hold them back or prop them up.;"Click <a href=https://www.hgtv.com/shows/house-hunters-international/episodes/new-love-new-home-new-rules-in-sydney target="_blank">here</a> for episode details.";-33.8548157;151.2164539;https://www.hulu.com/series/house-hunters-international-ccb2f0a5-c6cb-45c1-a6d7-4e5828ac43d12
A Sea Queen in Sydney;Season: 134 Episode: 7;"<a href=https://watch.hgtv.com/tv-shows/house-hunters-international/full-episodes/a-sea-queen-in-sydney target="_blank">Watch on HGTV GO</a>";South African natives are taking their young family to Sydney, Australia, to get a warmer climate and more time together. Since she's sacrificing everything she's ever known to make this move, she's hoping to live the life of a housewife by the sea -- but will he play along?;"Click <a href=https://www.hgtv.com/shows/house-hunters-international/episodes/a-sea-queen-in-sydney target="_blank">here</a> for episode details.";-33.8548157;151.2164539;https://www.hulu.com/series/house-hunters-international-ccb2f0a5-c6cb-45c1-a6d7-4e5828ac43d13
Choppy Seas in Sydney;Season: 138 Episode: 9;"<a href=https://watch.hgtv.com/tv-shows/house-hunters-international/full-episodes/choppy-seas-in-sydney target="_blank">Watch on HGTV GO</a>";Adam and Katelyn are moving from Des Moines, Iowa, to Sydney, Australia, where she'll be a masters student at Western Sydney University. Adam has a job lined up and is looking forward to endless ocean and aquarium visits. But Adam's job and Katelyn's school are at opposite ends of the city, so their priorities are at odds, too.;"Click <a href=https://www.hgtv.com/shows/house-hunters-international/episodes/choppy-seas-in-sydney target="_blank">here</a> for episode details.";-33.8548157;151.2164539;https://www.hulu.com/series/house-hunters-international-ccb2f0a5-c6cb-45c1-a6d7-4e5828ac43d14
Chasing Home, Heart and Hope in Sydney;Season: 143 Episode: 2;"<a href=https://watch.hgtv.com/tv-shows/house-hunters-international/full-episodes/chasing-home-heart-and-hope-in-sydney target="_blank">Watch on HGTV GO</a>";A Romanian woman accepts a job transfer to Sydney, Australia, after working in Europe for years. She secretly hopes she'll find love, and when a local friend steps up to help with the house search, it's clear that he hopes so, too.;"Click <a href=https://www.hgtv.com/shows/house-hunters-international/episodes/chasing-home-heart-and-hope-in-sydney target="_blank">here</a> for episode details.";-33.8548157;151.2164539;
Going for Broke in Sydney;Season: 145 Episode: 3;"<a href=https://watch.hgtv.com/tv-shows/house-hunters-international/full-episodes/going-for-broke-in-sydney target="_blank">Watch on HGTV GO</a>";A job opportunity for Dad brings a young family to Sydney, Australia. But after uprooting her life in chilly Minnesota, Mom wants to go all in on beach life at any cost.;"Click <a href=https://www.hgtv.com/shows/house-hunters-international/episodes/going-for-broke-in-sydney target="_blank">here</a> for episode details.";-33.8548157;151.2164539;
Mother Knows Best in Cape Town;Season: 146 Episode: 1;"<a href=https://watch.hgtv.com/tv-shows/house-hunters-international/full-episodes/mother-knows-best-in-cape-town target="_blank">Watch on HGTV GO</a>";After spending years on sabbatical in busy India, an ex-Buddhist monk follows her daughter's career to Cape Town, South Africa. While the area has something to offer for both of them, their dueling priorities threaten to upset the peace.;"Click <a href=https://www.hgtv.com/shows/house-hunters-international/episodes/mother-knows-best-in-cape-town target="_blank">here</a> for episode details.";-33.928992;18.417396;
First Home Alone in Buenos Aires, Argentina;Season: 127 Episode: 2;"<a href=https://watch.hgtv.com/tv-shows/house-hunters-international/full-episodes/first-home-alone-in-buenos-aires-argentina target="_blank">Watch on HGTV GO</a>";A job opportunity brought world traveler Gitanjali from Reno, Nevada, to Buenos Aires, Argentina, where she'll be living alone for the very first time. Her local friend Macarena is there to show her the ropes and keep her in check with her never-ending, nitpicky wish list.;"Click <a href=https://www.hgtv.com/shows/house-hunters-international/episodes/first-home-alone-in-buenos-aires-argentina target="_blank">here</a> for episode details.";-34.6075682;-58.4370894;
Family Matters Down Under;Season: 122 Episode: 2;"<a href=https://watch.hgtv.com/tv-shows/house-hunters-international/full-episodes/family-matters-down-under target="_blank">Watch on HGTV GO</a>";After vacationing in Australia with her parents, a couple is inspired to move down under in hopes of finding a better work-life balance for them and their kids. He's going to Adelaide ahead of the family to start the house search and wants to find a home by the beach. However, she prefers to live closer to the city center to have a better commute when she finds a job.;"Click <a href=https://www.hgtv.com/shows/house-hunters-international/episodes/family-matters-down-under target="_blank">here</a> for episode details.";-34.9281805;138.5999312;
A Family Divided in Australia;Season: 123 Episode: 7;"<a href=https://watch.hgtv.com/tv-shows/house-hunters-international/full-episodes/a-family-divided-in-australia target="_blank">Watch on HGTV GO</a>";A man is given the opportunity to work closer to home, which means relocating his family to Adelaide, Australia. His wife's one condition is that they live a beach life, but living near the ocean means long commutes for him and shared rooms for two of their kids.;"Click <a href=https://www.hgtv.com/shows/house-hunters-international/episodes/a-family-divided-in-australia target="_blank">here</a> for episode details.";-34.9281805;138.5999312;
New Life in New Zealand;Season: 104 Episode: 9;"<a href=https://watch.hgtv.com/tv-shows/house-hunters-international/full-episodes/new-life-in-new-zealand target="_blank">Watch on HGTV GO</a>";When Florida physician Richard was offered the chance to practice medicine in Whitianga, New Zealand, he and wife Juliet jumped at the opportunity to raise their 5-year-old son in a less populated area more focused on nature. Juliet is hoping for a turnkey home so they can begin their adjustment to a new country immediately, while Richard sees value in taking on a renovation project to construct the home of their dreams. See which sensibility prevails as House Hunters International goes to Whitianga, New Zealand.;"Click <a href=https://www.hgtv.com/shows/house-hunters-international/episodes/10400/new-life-in-new-zealand target="_blank">here</a> for episode details.";-36.8331861;175.7024856;
Pint-Sized Auckland Adventure;Season: 139 Episode: 2;"<a href=https://watch.hgtv.com/tv-shows/house-hunters-international/full-episodes/pint-sized-auckland-adventure target="_blank">Watch on HGTV GO</a>";After falling in love with travel, adventure and each other, a couple decides to continue traveling the world by following a job opportunity to Auckland, New Zealand. He wants the full Auckland experience but she is thinking about what's best for their son. Together, they'll have to redefine what adventure means to them as a family.;"Click <a href=https://www.hgtv.com/shows/house-hunters-international/episodes/pint-sized-auckland-adventure target="_blank">here</a> for episode details.";-36.852095;174.7631803;https://www.hulu.com/series/house-hunters-international-ccb2f0a5-c6cb-45c1-a6d7-4e5828ac43d11
Active Family in Auckland;Season: 126 Episode: 3;"<a href=https://watch.hgtv.com/tv-shows/house-hunters-international/full-episodes/active-family-in-auckland target="_blank">Watch on HGTV GO</a>";Chris, Cindy and their three young children are moving from Michigan to Auckland, New Zealand. It's been a lifelong dream of theirs to live abroad, but there is just one big problem. Chris sees a house by the beach in his version of the dream, but Cindy wants to be within walking distance of shops, parks and other activities. They look at three very different properties and must make a difficult decision.;"Click <a href=https://www.hgtv.com/shows/house-hunters-international/episodes/active-family-in-auckland target="_blank">here</a> for episode details.";-36.852095;174.7631803;
An Argument in Auckland;Season: 147 Episode: 12;"<a href=https://watch.hgtv.com/tv-shows/house-hunters-international/full-episodes/an-argument-in-auckland target="_blank">Watch on HGTV GO</a>";These young parents thought they were on the same page when they uprooted their family to New Zealand. Only now they see their ideas for this family venture differ greatly. He wants city life, but for her ocean access is the key to a happy family.;"Click <a href=https://www.hgtv.com/shows/house-hunters-international/episodes/an-argument-in-auckland target="_blank">here</a> for episode details.";-36.852095;174.7631803;
Engineering a Life Without Carpet in Auckland;Season: 150 Episode: 10;"<a href=https://watch.hgtv.com/tv-shows/house-hunters-international/full-episodes/engineering-a-life-without-carpet-in-auckland target="_blank">Watch on HGTV GO</a>";A single man relocates to Auckland, New Zealand, for a job opportunity and asks his girlfriend to come along for the adventure. He wants a home near the city, but finding a place they can both afford will be a challenge.;"Click <a href=https://www.hgtv.com/shows/house-hunters-international/episodes/engineering-a-life-without-carpet-in-auckland target="_blank">here</a> for episode details.";-36.852095;174.7631803;
